,Round,Day,Date,Time,Venue,Result,GF,GA,Opponent,Attendance,Captain,Formation,Referee,event_id,Manager,League Position ,squadnumber,team_name,player_id,rating,minutes_played,shotstotal,shotson,offsides,gconceded,gassists,gtotal,ptotal,pkey,paccuracy,ttotal,tblocks,tinterc,dtotal,dwon,dattempts,dsuccess,dpast,fdrawn,fcommit,red,yellow,penaltysuccess,player_name,Game,Player Position
60,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3.0,0.0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315.0,PP,7.0,,Sunderland,19633,,,,,,,,,,,,,,,,,,,,,,,,,Connor McLaughlin,Rochdale 11/02/2020,DF
61,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1.0,0.0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325.0,PP,7.0,,Sunderland,19633,,,,,,,,,,,,,,,,,,,,,,,,,Connor McLaughlin,Oxford United 15/02/2020,DF
62,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3.0,0.0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340.0,PP,5.0,,Sunderland,19633,,,,,,,,,,,,,,,,,,,,,,,,,Connor McLaughlin,Bristol Rovers 22/02/2020,DF
63,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1.0,1.0,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077.0,PP,7.0,,Sunderland,19633,,,,,,,,,,,,,,,,,,,,,,,,,Connor McLaughlin,Fleetwood Town 25/02/2020,DF
64,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1.0,1.0,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939.0,JR,14.0,4.0,Sunderland,19992,6.9,84.0,0.0,0.0,,0.0,0.0,0.0,11.0,0.0,44.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Jordan Willis,Ipswich Town 10/08/2019,DF
65,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2.0,1.0,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955.0,JR,9.0,4.0,Sunderland,19992,7.7,90.0,1.0,1.0,,0.0,0.0,1.0,14.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Jordan Willis,Portsmouth 17/08/2019,DF
66,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2.0,1.0,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966.0,JR,6.0,4.0,Sunderland,19992,6.9,90.0,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,60.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Jordan Willis,Rochdale 20/08/2019,DF
67,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3.0,1.0,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979.0,JR,4.0,4.0,Sunderland,19992,7,90.0,1.0,1.0,,0.0,0.0,0.0,42.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jordan Willis,AFC Wimbledon 24/08/2019,DF
68,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0.0,3.0,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991.0,JR,6.0,4.0,Sunderland,19992,6.6,90.0,1.0,0.0,,0.0,0.0,0.0,20.0,1.0,64.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jordan Willis,P'borough Utd 31/08/2019,DF
69,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3.0,1.0,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007.0,JR,6.0,4.0,Sunderland,19992,6.7,90.0,0.0,0.0,,0.0,0.0,0.0,26.0,0.0,81.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Jordan Willis,Acc'ton Stanley 14/09/2019,DF
70,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1.0,1.0,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026.0,JR,5.0,4.0,Sunderland,19992,6.9,90.0,0.0,0.0,,0.0,0.0,0.0,16.0,1.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jordan Willis,Rotherham Utd 17/09/2019,DF
71,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1.0,1.0,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032.0,JR,5.0,4.0,Sunderland,19992,7.1,90.0,1.0,0.0,,0.0,0.0,0.0,48.0,1.0,81.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Jordan Willis,Bolton 21/09/2019,DF
72,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2.0,1.0,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053.0,JR,5.0,4.0,Sunderland,19992,6.9,90.0,0.0,0.0,,0.0,0.0,0.0,17.0,0.0,81.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Jordan Willis,MK Dons 28/09/2019,DF
73,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0.0,2.0,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061.0,JR,6.0,4.0,Sunderland,19992,6.5,90.0,2.0,1.0,,0.0,0.0,0.0,27.0,0.0,73.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jordan Willis,Lincoln City 05/10/2019,DF
74,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0.0,1.0,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089.0,PP,9.0,4.0,Sunderland,19992,6.9,90.0,0.0,0.0,,0.0,0.0,0.0,26.0,0.0,72.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jordan Willis,Wycombe 19/10/2019,DF
75,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5.0,0.0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100.0,PP,6.0,4.0,Sunderland,19992,7.1,90.0,0.0,0.0,,0.0,0.0,0.0,28.0,0.0,68.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,Jordan Willis,Tranmere Rovers 22/10/2019,DF
76,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0.0,1.0,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111.0,PP,10.0,4.0,Sunderland,19992,7,90.0,1.0,0.0,,0.0,0.0,0.0,35.0,0.0,87.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,Jordan Willis,Shrewsbury 26/10/2019,DF
77,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1.0,0.0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124.0,PP,7.0,4.0,Sunderland,19992,6.9,90.0,0.0,0.0,,0.0,0.0,0.0,28.0,0.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,Jordan Willis,Southend United 02/11/2019,DF
78,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1.0,1.0,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148.0,PP,12.0,4.0,Sunderland,19992,7.2,68.0,0.0,0.0,,0.0,0.0,0.0,29.0,0.0,80.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Jordan Willis,Coventry City 23/11/2019,DF
79,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1.0,2.0,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003.0,PP,10.0,4.0,Sunderland,19992,7.3,90.0,1.0,0.0,,0.0,0.0,0.0,39.0,0.0,73.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Jordan Willis,Burton Albion 26/11/2019,DF
80,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0.0,1.0,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157.0,PP,12.0,4.0,Sunderland,19992,7.1,90.0,0.0,0.0,,0.0,0.0,0.0,23.0,0.0,62.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jordan Willis,Gillingham 07/12/2019,DF
81,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1.0,1.0,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172.0,PP,12.0,,Sunderland,19992,,,,,,,,,,,,,,,,,,,,,,,,,Jordan Willis,Blackpool 14/12/2019,DF
82,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0.0,0.0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197.0,PP,15.0,4.0,Sunderland,19992,7.5,90.0,0.0,0.0,,0.0,0.0,0.0,31.0,0.0,72.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,Jordan Willis,Bolton 26/12/2019,DF
83,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2.0,1.0,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202.0,PP,13.0,4.0,Sunderland,19992,6.8,90.0,0.0,0.0,,0.0,0.0,0.0,13.0,1.0,44.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jordan Willis,Doncaster 29/12/2019,DF
84,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1.0,1.0,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215.0,PP,15.0,4.0,Sunderland,19992,6.6,67.0,0.0,0.0,,0.0,0.0,0.0,28.0,0.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Jordan Willis,Fleetwood Town 01/01/2020,DF
85,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3.0,1.0,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233.0,PP,13.0,4.0,Sunderland,19992,6.6,90.0,1.0,1.0,,0.0,0.0,0.0,32.0,0.0,68.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Jordan Willis,Lincoln City 04/01/2020,DF
86,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4.0,0.0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245.0,PP,10.0,4.0,Sunderland,19992,7.6,90.0,2.0,0.0,,0.0,1.0,0.0,16.0,3.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,Jordan Willis,Wycombe 11/01/2020,DF
87,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1.0,0.0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254.0,PP,6.0,4.0,Sunderland,19992,7,90.0,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,47.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,Jordan Willis,MK Dons 18/01/2020,DF
88,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0.0,0.0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269.0,PP,8.0,4.0,Sunderland,19992,7,90.0,0.0,0.0,,0.0,0.0,0.0,26.0,1.0,65.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jordan Willis,Doncaster 24/01/2020,DF
89,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1.0,0.0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279.0,PP,7.0,4.0,Sunderland,19992,7.1,90.0,0.0,0.0,,0.0,0.0,0.0,12.0,0.0,46.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jordan Willis,Tranmere Rovers 29/01/2020,DF
90,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0.0,2.0,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290.0,PP,9.0,4.0,Sunderland,19992,6,90.0,0.0,0.0,,0.0,0.0,0.0,19.0,0.0,48.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,Jordan Willis,Portsmouth 01/02/2020,DF
91,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1.0,0.0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303.0,PP,8.0,4.0,Sunderland,19992,7.4,90.0,1.0,0.0,,0.0,0.0,0.0,21.0,0.0,51.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Jordan Willis,Ipswich Town 08/02/2020,DF
92,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3.0,0.0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315.0,PP,7.0,4.0,Sunderland,19992,6.9,90.0,0.0,0.0,,0.0,0.0,0.0,47.0,0.0,83.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jordan Willis,Rochdale 11/02/2020,DF
93,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1.0,0.0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325.0,PP,7.0,4.0,Sunderland,19992,6.8,90.0,0.0,0.0,,0.0,0.0,0.0,12.0,0.0,44.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Jordan Willis,Oxford United 15/02/2020,DF
94,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3.0,0.0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340.0,PP,5.0,4.0,Sunderland,19992,6.9,90.0,1.0,0.0,,0.0,0.0,0.0,42.0,0.0,73.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jordan Willis,Bristol Rovers 22/02/2020,DF
95,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1.0,1.0,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077.0,PP,7.0,4.0,Sunderland,19992,6.6,86.0,1.0,1.0,,0.0,0.0,0.0,42.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jordan Willis,Fleetwood Town 25/02/2020,DF
96,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1.0,1.0,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939.0,JR,14.0,12.0,Sunderland,19887,6.8,90.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,50.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,Tom Flanagan,Ipswich Town 10/08/2019,DF
97,Matchweek 3,Sat,17/08/2019,12:30 (21:30),Home,W,2.0,1.0,Portsmouth,"29,140",Grant Leadbitter,4_2_3_1,Michael Salisbury,167955.0,JR,9.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,Portsmouth 17/08/2019,DF
98,Matchweek 4,Tue,20/08/2019,19:45 (04:45),Away,W,2.0,1.0,Rochdale,"5,258",Grant Leadbitter,4_2_3_1,John Busby,167966.0,JR,6.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,Rochdale 20/08/2019,DF
99,Matchweek 5,Sat,24/08/2019,15:00 (00:00),Home,W,3.0,1.0,AFC Wimbledon,"29,725",Grant Leadbitter,4_2_3_1,Anthony Backhouse,167979.0,JR,4.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,AFC Wimbledon 24/08/2019,DF
100,Matchweek 6,Sat,31/08/2019,15:00 (00:00),Away,L,0.0,3.0,P'borough Utd,"10,005",Grant Leadbitter,4_2_3_1,Craig Hicks,167991.0,JR,6.0,12.0,Sunderland,19887,6.3,16.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Tom Flanagan,P'borough Utd 31/08/2019,DF
101,Matchweek 8,Sat,14/09/2019,15:00 (00:00),Away,W,3.0,1.0,Acc'ton Stanley,"4,164",Grant Leadbitter,4_2_3_1,Lee Swabey,168007.0,JR,6.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,Acc'ton Stanley 14/09/2019,DF
102,Matchweek 9,Tue,17/09/2019,19:45 (04:45),Home,D,1.0,1.0,Rotherham Utd,"29,078",Aiden McGeady,4_2_3_1,Ben Toner,168026.0,JR,5.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,Rotherham Utd 17/09/2019,DF
103,Matchweek 10,Sat,21/09/2019,15:00 (00:00),Away,D,1.0,1.0,Bolton,"12,026",Grant Leadbitter,4_2_3_1,Oliver Yates,168032.0,JR,5.0,12.0,Sunderland,19887,7,90.0,3.0,0.0,,0.0,0.0,0.0,49.0,0.0,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,Tom Flanagan,Bolton 21/09/2019,DF
104,Matchweek 11,Sat,28/09/2019,15:00 (00:00),Home,W,2.0,1.0,MK Dons,"29,954",Jordan Willis,4_2_3_1,Paul Marsden,168053.0,JR,5.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,MK Dons 28/09/2019,DF
105,Matchweek 12,Sat,05/10/2019,15:00 (00:00),Away,L,0.0,2.0,Lincoln City,"10,264",Jordan Willis,4_2_3_1,Brett Huxtable,168061.0,JR,6.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,Lincoln City 05/10/2019,DF
106,Matchweek 14,Sat,19/10/2019,15:00 (01:00),Away,L,0.0,1.0,Wycombe,"8,395",Grant Leadbitter,4_2_3_1,Kevin Johnson,168089.0,PP,9.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,Wycombe 19/10/2019,DF
107,Matchweek 15,Tue,22/10/2019,19:45 (05:45),Home,W,5.0,0.0,Tranmere Rovers,"28,551",Max Power,4_2_3_1,Carl Boyeson,168100.0,PP,6.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,Tranmere Rovers 22/10/2019,DF
108,Matchweek 16,Sat,26/10/2019,15:00 (01:00),Away,L,0.0,1.0,Shrewsbury,"8,117",Max Power,4_2_3_1,Jarred Gillett,168111.0,PP,10.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,Shrewsbury 26/10/2019,DF
109,Matchweek 17,Sat,02/11/2019,15:00 (02:00),Home,W,1.0,0.0,Southend United,"30,407",Max Power,4_2_3_1,Trevor Kettle,168124.0,PP,7.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,Southend United 02/11/2019,DF
110,Matchweek 19,Sat,23/11/2019,15:00 (02:00),Home,D,1.0,1.0,Coventry City,"29,809",Grant Leadbitter,4_3_3,Scott Oldham,168148.0,PP,12.0,12.0,Sunderland,19887,6.4,22.0,0.0,0.0,,0.0,0.0,0.0,8.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Tom Flanagan,Coventry City 23/11/2019,DF
111,Matchweek 7,Tue,26/11/2019,19:45 (06:45),Home,L,1.0,2.0,Burton Albion,"26,538",Grant Leadbitter,4_2_3_1,Rob Lewis,168003.0,PP,10.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,Burton Albion 26/11/2019,DF
112,Matchweek 20,Sat,07/12/2019,15:00 (02:00),Away,L,0.0,1.0,Gillingham,"5,401",Grant Leadbitter,3_4_1_2,Andy Woolmer,168157.0,PP,12.0,12.0,Sunderland,19887,6.9,90.0,0.0,0.0,,0.0,0.0,0.0,22.0,0.0,57.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,Tom Flanagan,Gillingham 07/12/2019,DF
113,Matchweek 21,Sat,14/12/2019,15:00 (02:00),Home,D,1.0,1.0,Blackpool,"30,595",Max Power,3_4_3,Oliver Yates,168172.0,PP,12.0,12.0,Sunderland,19887,6.8,90.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,0.0,74.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Tom Flanagan,Blackpool 14/12/2019,DF
114,Matchweek 23,Thu,26/12/2019,15:00 (02:00),Home,D,0.0,0.0,Bolton,"33,821",Grant Leadbitter,3_4_3,Ross Joyce,168197.0,PP,15.0,12.0,Sunderland,19887,7.3,73.0,1.0,0.0,,0.0,0.0,0.0,22.0,0.0,78.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,Tom Flanagan,Bolton 26/12/2019,DF
115,Matchweek 24,Sun,29/12/2019,15:00 (02:00),Away,W,2.0,1.0,Doncaster,"12,432",Max Power,3_4_3,Carl Boyeson,168202.0,PP,13.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,Doncaster 29/12/2019,DF
116,Matchweek 25,Wed,01/01/2020,15:00 (02:00),Away,D,1.0,1.0,Fleetwood Town,"4,011",Max Power,3_4_3,Anthony Backhouse,168215.0,PP,15.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,Fleetwood Town 01/01/2020,DF
117,Matchweek 26,Sat,04/01/2020,15:00 (02:00),Home,W,3.0,1.0,Lincoln City,"31,748",Max Power,3_4_3,Leigh Doughty,168233.0,PP,13.0,12.0,Sunderland,19887,7.5,90.0,2.0,1.0,,0.0,0.0,1.0,33.0,0.0,60.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Tom Flanagan,Lincoln City 04/01/2020,DF
118,Matchweek 27,Sat,11/01/2020,15:00 (02:00),Home,W,4.0,0.0,Wycombe,"29,331",Max Power,3_4_3,Andrew Davies,168245.0,PP,10.0,12.0,Sunderland,19887,7.2,45.0,1.0,1.0,,0.0,0.0,0.0,11.0,0.0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,Tom Flanagan,Wycombe 11/01/2020,DF
119,Matchweek 28,Sat,18/01/2020,15:00 (02:00),Away,W,1.0,0.0,MK Dons,"13,327",Max Power,3_4_3,Ben Toner,168254.0,PP,6.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,MK Dons 18/01/2020,DF
120,Matchweek 29,Fri,24/01/2020,19:45 (06:45),Home,D,0.0,0.0,Doncaster,"30,251",Max Power,3_4_3,James Adcock,168269.0,PP,8.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,Doncaster 24/01/2020,DF
121,Matchweek 30,Wed,29/01/2020,19:45 (06:45),Away,W,1.0,0.0,Tranmere Rovers,"6,850",Max Power,3_4_3,Anthony Coggins,168279.0,PP,7.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,Tranmere Rovers 29/01/2020,DF
122,Matchweek 31,Sat,01/02/2020,15:00 (02:00),Away,L,0.0,2.0,Portsmouth,"18,531",Max Power,3_4_3,Chris Sarginson,168290.0,PP,9.0,,Sunderland,19887,,,,,,,,,,,,,,,,,,,,,,,,,Tom Flanagan,Portsmouth 01/02/2020,DF
123,Matchweek 32,Sat,08/02/2020,15:00 (02:00),Home,W,1.0,0.0,Ipswich Town,"32,726",Max Power,3_4_3,Jeremy Simpson,168303.0,PP,8.0,12.0,Sunderland,19887,6.9,90.0,0.0,0.0,,0.0,0.0,0.0,22.0,0.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Tom Flanagan,Ipswich Town 08/02/2020,DF
124,Matchweek 33,Tue,11/02/2020,19:45 (06:45),Home,W,3.0,0.0,Rochdale,"27,401",Max Power,3_4_3,Graham Salisbury,168315.0,PP,7.0,12.0,Sunderland,19887,7.3,90.0,0.0,0.0,,0.0,0.0,0.0,57.0,0.0,86.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Tom Flanagan,Rochdale 11/02/2020,DF
125,Matchweek 34,Sat,15/02/2020,15:00 (02:00),Away,W,1.0,0.0,Oxford United,"9,105",Max Power,3_4_3,Kevin Johnson,168325.0,PP,7.0,12.0,Sunderland,19887,7.4,90.0,1.0,0.0,,0.0,0.0,0.0,16.0,0.0,72.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Tom Flanagan,Oxford United 15/02/2020,DF
126,Matchweek 35,Sat,22/02/2020,15:00 (02:00),Home,W,3.0,0.0,Bristol Rovers,"31,541",Max Power,3_4_3,Ben Toner,168340.0,PP,5.0,12.0,Sunderland,19887,7.1,90.0,1.0,0.0,,0.0,0.0,0.0,36.0,0.0,70.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,Tom Flanagan,Bristol Rovers 22/02/2020,DF
127,Matchweek 13,Tue,25/02/2020,19:45 (06:45),Home,D,1.0,1.0,Fleetwood Town,"28,255",Max Power,3_4_3,Scott Oldham,168077.0,PP,7.0,12.0,Sunderland,19887,7,90.0,2.0,0.0,,0.0,0.0,0.0,63.0,0.0,76.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,Tom Flanagan,Fleetwood Town 25/02/2020,DF
128,Matchweek 2,Sat,10/08/2019,15:00 (00:00),Away,D,1.0,1.0,Ipswich Town,"24,051",Aiden McGeady,4_3_3,Neil Hair,167939.0,JR,14.0,33.0,Sunderland,19888,6.2,45.0,0.0,0.0,,0.0,0.0,0.0,8.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Denver Hume,Ipswich Town 10/08/2019,DF
