,event_id,squadnumber,team_name,player_name_x,player_id,rating,minutes_played,shotstotal,shotson,offsides,gconceded,gassists,gtotal,ptotal,pkey,paccuracy,ttotal,tblocks,tinterc,dtotal,dwon,dattempts,dsuccess,dpast,fdrawn,fcommit,red,yellow,penaltysuccess,player_name_y,Opponent
127,168061,2,Sunderland,Connor McLaughlin,19633,6.4,90,1,0,,0,0,0,30,0,60,3,0,0,0,0,0,0,0,1,1,0,1,0,Connor McLaughlin,Lincoln City
128,168061,4,Sunderland,Jordan Willis,19992,6.5,90,2,1,,0,0,0,27,0,73,1,0,2,0,0,0,0,1,0,0,0,0,0,Jordan Willis,Lincoln City
129,168061,3,Sunderland,Joel Lynch,19581,6.3,90,1,0,,0,0,0,23,0,67,0,0,2,0,0,0,0,0,1,1,0,1,0,Joel Lynch,Lincoln City
130,168061,28,Sunderland,Laurens De Bock,8693,6,65,1,1,,0,0,0,19,1,67,0,1,2,0,0,0,0,1,0,2,0,0,0,Laurens De Bock,Lincoln City
131,168061,8,Sunderland,Dylan McGeouch,19908,6.8,90,0,0,,0,0,0,36,0,76,3,1,0,0,0,1,1,0,1,0,0,0,0,Dylan McGeouch,Lincoln City
132,168061,6,Sunderland,Max Power,19912,6.2,90,3,0,,0,0,0,35,0,81,1,0,0,0,0,0,0,1,0,0,0,0,0,Max Power,Lincoln City
133,168061,7,Sunderland,Chris Maguire,19916,7,54,1,1,,0,0,0,17,2,68,2,1,0,0,0,1,0,0,0,1,0,1,0,Chris Maguire,Lincoln City
134,168061,13,Sunderland,Luke O'Nien,19911,6.6,90,1,0,,0,0,0,24,1,68,2,0,1,0,0,0,0,0,5,2,0,0,0,Luke O'Nien,Lincoln City
135,168061,11,Sunderland,Lynden Gooch,19901,6.4,53,0,0,,0,0,0,17,1,77,0,0,0,0,0,2,1,0,0,1,0,0,0,Lynden Gooch,Lincoln City
136,168061,9,Sunderland,Charlie Wyke,19918,6.7,90,1,0,,0,0,0,17,0,81,1,0,0,0,0,0,0,0,3,4,0,1,0,Charlie Wyke,Lincoln City
137,168061,19,Sunderland,Aiden McGeady,19907,6.4,37,2,0,,0,0,0,8,3,53,1,0,0,0,0,0,0,0,1,0,0,1,0,Aiden McGeady,Lincoln City
138,168061,22,Sunderland,Will Grigg,19915,6.4,25,0,0,,0,0,0,4,0,100,0,0,0,0,0,0,0,0,0,3,0,0,0,Will Grigg,Lincoln City
139,168061,10,Sunderland,Marc McNulty,44853,6.5,36,0,0,,0,0,0,11,0,91,0,0,0,0,0,0,0,0,1,0,0,0,0,Marc McNulty,Lincoln City
140,168157,1,Sunderland,Jon McLaughlin,19880,6.4,90,0,0,,1,0,0,13,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,Jon McLaughlin,Gillingham
141,168157,4,Sunderland,Jordan Willis,19992,7.1,90,0,0,,0,0,0,23,0,62,2,2,3,0,0,0,0,1,0,0,0,0,0,Jordan Willis,Gillingham
